"","W17037-1","W17037-10","W17037-11","W17037-12","W17037-13","W17037-15","W17037-16","W17037-17","W17037-18","W17037-19","W17037-2","W17037-20","W17037-21","W17037-22","W17037-24","W17037-26","W17037-28","W17037-3","W17037-34","W17037-35","W17037-40","W17037-41","W17037-43","W17037-45","W17037-49","W17037-5","W17037-55","W17037-57","W17037-6","W17037-62","W17037-65","W17037-68","W17037-7","W17037-73","W17037-75","W17037-77","W17037-8","W17037-87","W17037-89","W17038-4","W17039-1","W17039-10","W17039-11","W17039-12","W17039-13","W17039-14","W17039-15","W17039-16","W17039-17","W17039-18","W17039-19","W17039-2","W17039-20","W17039-21","W17039-23","W17039-24","W17039-26","W17039-27","W17039-28","W17039-29","W17039-3","W17039-30","W17039-31","W17039-4","W17039-44","W17039-49","W17039-5","W17039-6","W17039-65","W17039-68","W17039-69","W17039-7","W17039-73","W17039-8","W17039-9","W17040-3","W17041-3","W17042-3","W17042-4","W17042-5","W17042-7","W17042-8","W17043-1","W17043-21","W17043-31","W17043-37","W17043-9","W17044-12","W17044-13","W17044-14","W17044-15","W17044-2","W17044-24","W17044-25","W17044-5","W17044-6","W17044-9","W17045-4","W17046-2","W17046-3","W17047-10","W17047-11","W17047-15","W17047-16","W17047-5","W17047-6","W17049-10","W17050-6","W17050-7","W17051-17","W17051-9","W17052-15","W17052-18","W17053-14","W17053-18","W17055-4","W17056-5","W17056-8","W17057-16","W17057-28","W17057-3","W17057-44","W17057-5","W17057-8","W17058-5","W17060-22","W17060-24","W17060-27","W17060-30","W17060-9","W17062-1","W17062-10","W17062-11","W17062-17","W17062-21","W17062-22","W17062-26","W17062-6","W17063-8","W17064-10","W17064-19","W17064-20","W17064-22","W17064-25","W17064-27","W17064-7","W17064-8","W17065-11","W17065-20","W17065-21","W17065-8","W17066-1","W17066-11","W17066-22","W17066-26","W17066-30","W17066-34","W17066-9","W17067-1","W17067-13","W17067-27","W17067-7","W17AF6654-13","W17AF6654-15","W17AF6670-1","W17AF6677-8","W17AF6678-7","W17AF6684-10","W17AF6685-2","W17AF6686-6"
"W17045-4",0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.1084,0.0786,0.0618,0.0618,0.0786,0.0618,0.0618,0.0618,0.0618,0.0618,0.0618,0.0618,0.0618,0.0618,0.0618,0.0618,0.0618,0.0618,0.0618,0.0618,0.0618,0.0618,0.0618,0.0618,0.0618,0.0618,0.0618,0.0618,0.0618,0.0618,0.0618,0.0618,0.0275,0.0618,0.0618,0.0618,0.0618,0.0474,0.054,0.0473,0.0473,0.0473,0.0473,0.0473,0.0473,0.0473,0.0473,0.0473,0.0473,0.1084,0.0619,0.1084,0.0619,0.0619,0.1084,0.0619,0.0619,0.0619,0.1084,0.2876,0.0855,0.0855,0.1171,0.1171,0.0966,0.0618,0.0618,0.1171,0.1026,0.1026,0.1026,0.0966,0.0966,0.0473,0.0473,0.0381,0.0381,0.0619,0.0521,0.0521,0.1084,0.0618,0.1153,0.1084,0.1084,0.1153,0.0855,0.0618,0.0618,0.0618,0.0686,0.0686,0.0542,0.0473,0.0542,0.0542,0.0542,0.0473,0.0542,0.0473,0.1172,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0482,0.0413,0.0482,0.0482,0.1153,0.1153,0.1084,0.1084,0.1153,0.1153,0.1153,0.0481,0.0481,0.0481,0.1339,0.0918,0.0918,0.0445,0.042,0.0427,0.0242,0.0391,0.0463
"W17046-2",0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.0918,0.0384,0.0384,0.0918,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0094,0.0384,0.0384,0.0384,0.0384,0.044,0.0345,0.0273,0.0273,0.0273,0.0273,0.0273,0.0266,0.0266,0.0266,0.0266,0.0266,0.063,0.0868,0.063,0.0559,0.0868,0.063,0.0868,0.0559,0.0868,0.063,0.0855,0.2825,0.1597,0.0609,0.0609,0.0367,0.0384,0.0384,0.0609,0.0498,0.0491,0.0491,0.0367,0.0367,0.0189,0.0189,0.0814,0.0814,0.0559,0.0834,0.0834,0.063,0.0384,0.1309,0.063,0.063,0.1309,0.1597,0.0384,0.0384,0.0384,0.1063,0.1063,0.0945,0.0266,0.0945,0.0945,0.0945,0.0266,0.0945,0.0266,0.1093,0.0984,0.0984,0.0984,0.0984,0.0984,0.0984,0.0984,0.0984,0.0821,0.0142,0.0821,0.0821,0.1309,0.1309,0.063,0.063,0.1309,0.1309,0.1309,0.05,0.05,0.05,0.1143,0.0786,0.0786,0.0348,0.0375,0.033,0.0268,0.0473,0.0481
"W17046-3",0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.0918,0.0384,0.0384,0.0918,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0094,0.0384,0.0384,0.0384,0.0384,0.044,0.0345,0.0273,0.0273,0.0273,0.0273,0.0273,0.0266,0.0266,0.0266,0.0266,0.0266,0.063,0.0868,0.063,0.0559,0.0868,0.063,0.0868,0.0559,0.0868,0.063,0.0855,0.1597,0.2825,0.0609,0.0609,0.0367,0.0384,0.0384,0.0609,0.0498,0.0491,0.0491,0.0367,0.0367,0.0189,0.0189,0.0814,0.0814,0.0559,0.0834,0.0834,0.063,0.0384,0.1309,0.063,0.063,0.1309,0.1597,0.0384,0.0384,0.0384,0.1063,0.1063,0.0945,0.0266,0.0945,0.0945,0.0945,0.0266,0.0945,0.0266,0.1093,0.0984,0.0984,0.0984,0.0984,0.0984,0.0984,0.0984,0.0984,0.0821,0.0142,0.0821,0.0821,0.1309,0.1309,0.063,0.063,0.1309,0.1309,0.1309,0.05,0.05,0.05,0.1143,0.0786,0.0786,0.0348,0.0375,0.033,0.0268,0.0473,0.0481
"W17047-10",0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0574,0.108,0.108,0.0574,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.0272,0.108,0.108,0.108,0.108,0.061,0.0634,0.0442,0.0442,0.0442,0.0442,0.0442,0.0712,0.0712,0.0712,0.0712,0.0712,0.0656,0.0579,0.0656,0.0579,0.0579,0.0656,0.0579,0.0579,0.0579,0.0656,0.1171,0.0609,0.0609,0.282,0.1595,0.0922,0.108,0.108,0.1595,0.0957,0.1227,0.1227,0.0922,0.0922,0.0465,0.0465,0.035,0.035,0.0579,0.048,0.048,0.0656,0.108,0.0691,0.0656,0.0656,0.0691,0.0609,0.108,0.108,0.108,0.1116,0.1116,0.0747,0.0712,0.0747,0.0747,0.0747,0.0712,0.0747,0.0712,0.1093,0.0445,0.0445,0.0445,0.0445,0.0445,0.0445,0.0445,0.0445,0.0443,0.0408,0.0443,0.0443,0.0691,0.0691,0.0656,0.0656,0.0691,0.0691,0.0691,0.0946,0.0946,0.0946,0.1089,0.0498,0.0498,0.0915,0.0557,0.0432,0.0244,0.0518,0.0463
"W17047-11",0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0574,0.108,0.108,0.0574,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.0272,0.108,0.108,0.108,0.108,0.061,0.0634,0.0442,0.0442,0.0442,0.0442,0.0442,0.0712,0.0712,0.0712,0.0712,0.0712,0.0656,0.0579,0.0656,0.0579,0.0579,0.0656,0.0579,0.0579,0.0579,0.0656,0.1171,0.0609,0.0609,0.1595,0.282,0.0922,0.108,0.108,0.1595,0.0957,0.1227,0.1227,0.0922,0.0922,0.0465,0.0465,0.035,0.035,0.0579,0.048,0.048,0.0656,0.108,0.0691,0.0656,0.0656,0.0691,0.0609,0.108,0.108,0.108,0.1116,0.1116,0.0747,0.0712,0.0747,0.0747,0.0747,0.0712,0.0747,0.0712,0.1093,0.0445,0.0445,0.0445,0.0445,0.0445,0.0445,0.0445,0.0445,0.0443,0.0408,0.0443,0.0443,0.0691,0.0691,0.0656,0.0656,0.0691,0.0691,0.0691,0.0946,0.0946,0.0946,0.1089,0.0498,0.0498,0.0915,0.0557,0.0432,0.0244,0.0518,0.0463
"W17047-15",0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.0724,0.0716,0.0716,0.0724,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0559,0.0716,0.0716,0.0716,0.0716,0.068,0.0671,0.063,0.063,0.063,0.063,0.063,0.0653,0.0653,0.0653,0.0653,0.0653,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.0966,0.0367,0.0367,0.0922,0.0922,0.2748,0.0716,0.0716,0.0922,0.0836,0.0859,0.0859,0.1509,0.1509,0.0844,0.0844,0.0225,0.0225,0.076,0.0457,0.0457,0.076,0.0716,0.0403,0.076,0.076,0.0403,0.0367,0.0716,0.0716,0.0716,0.0359,0.0359,0.0296,0.0653,0.0296,0.0296,0.0296,0.0653,0.0296,0.0653,0.0966,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0946,0.1303,0.0946,0.0946,0.0403,0.0403,0.076,0.076,0.0403,0.0403,0.0403,0.036,0.036,0.036,0.093,0.0267,0.0267,0.0264,0.0371,0.0419,0.0309,0.0345,0.0514
"W17047-16",0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0916,0.1431,0.1431,0.0916,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.0712,0.1431,0.1431,0.1431,0.1431,0.099,0.1016,0.0841,0.0841,0.0841,0.0841,0.0841,0.11,0.11,0.11,0.11,0.11,0.0969,0.0891,0.0969,0.0891,0.0891,0.0969,0.0891,0.0891,0.0891,0.0969,0.0618,0.0384,0.0384,0.108,0.108,0.0716,0.2651,0.1431,0.108,0.049,0.0749,0.0749,0.0716,0.0716,0.1033,0.1033,0.0215,0.0215,0.0891,0.0362,0.0362,0.0969,0.1431,0.0437,0.0969,0.0969,0.0437,0.0384,0.1431,0.1431,0.1431,0.0899,0.0899,0.0568,0.11,0.0568,0.0568,0.0568,0.11,0.0568,0.11,0.054,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.0535,0.1067,0.0535,0.0535,0.0437,0.0437,0.0969,0.0969,0.0437,0.0437,0.0437,0.092,0.092,0.092,0.0565,0.0335,0.0335,0.0822,0.0529,0.0427,0.0303,0.0511,0.0525
"W17047-5",0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0916,0.1431,0.1431,0.0916,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.1431,0.0712,0.1431,0.1431,0.1431,0.1431,0.099,0.1016,0.0841,0.0841,0.0841,0.0841,0.0841,0.11,0.11,0.11,0.11,0.11,0.0969,0.0891,0.0969,0.0891,0.0891,0.0969,0.0891,0.0891,0.0891,0.0969,0.0618,0.0384,0.0384,0.108,0.108,0.0716,0.1431,0.2651,0.108,0.049,0.0749,0.0749,0.0716,0.0716,0.1033,0.1033,0.0215,0.0215,0.0891,0.0362,0.0362,0.0969,0.1431,0.0437,0.0969,0.0969,0.0437,0.0384,0.1431,0.1431,0.1431,0.0899,0.0899,0.0568,0.11,0.0568,0.0568,0.0568,0.11,0.0568,0.11,0.054,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.0535,0.1067,0.0535,0.0535,0.0437,0.0437,0.0969,0.0969,0.0437,0.0437,0.0437,0.092,0.092,0.092,0.0565,0.0335,0.0335,0.0822,0.0529,0.0427,0.0303,0.0511,0.0525
"W17047-6",0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0656,0.0574,0.108,0.108,0.0574,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.0272,0.108,0.108,0.108,0.108,0.061,0.0634,0.0442,0.0442,0.0442,0.0442,0.0442,0.0712,0.0712,0.0712,0.0712,0.0712,0.0656,0.0579,0.0656,0.0579,0.0579,0.0656,0.0579,0.0579,0.0579,0.0656,0.1171,0.0609,0.0609,0.1595,0.1595,0.0922,0.108,0.108,0.282,0.0957,0.1227,0.1227,0.0922,0.0922,0.0465,0.0465,0.035,0.035,0.0579,0.048,0.048,0.0656,0.108,0.0691,0.0656,0.0656,0.0691,0.0609,0.108,0.108,0.108,0.1116,0.1116,0.0747,0.0712,0.0747,0.0747,0.0747,0.0712,0.0747,0.0712,0.1093,0.0445,0.0445,0.0445,0.0445,0.0445,0.0445,0.0445,0.0445,0.0443,0.0408,0.0443,0.0443,0.0691,0.0691,0.0656,0.0656,0.0691,0.0691,0.0691,0.0946,0.0946,0.0946,0.1089,0.0498,0.0498,0.0915,0.0557,0.0432,0.0244,0.0518,0.0463
"W17049-10",0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.0508,0.049,0.049,0.0508,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.0246,0.049,0.049,0.049,0.049,0.0439,0.0468,0.0945,0.0945,0.0945,0.0945,0.0945,0.0543,0.0543,0.0543,0.0543,0.0543,0.056,0.0482,0.056,0.0482,0.0482,0.056,0.0482,0.0482,0.0482,0.056,0.1026,0.0498,0.0498,0.0957,0.0957,0.0836,0.049,0.049,0.0957,0.2648,0.101,0.101,0.0836,0.0836,0.0414,0.0414,0.0266,0.0266,0.0482,0.0406,0.0406,0.056,0.049,0.0549,0.056,0.056,0.0549,0.0498,0.049,0.049,0.049,0.048,0.048,0.0533,0.0543,0.0533,0.0533,0.0533,0.0543,0.0533,0.0543,0.0949,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.0359,0.0369,0.0359,0.0359,0.0549,0.0549,0.056,0.056,0.0549,0.0549,0.0549,0.0368,0.0368,0.0368,0.0975,0.0421,0.0421,0.0331,0.0402,0.04,0.0212,0.0351,0.0437
"W17050-6",0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.049,0.0749,0.0749,0.049,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0254,0.0749,0.0749,0.0749,0.0749,0.0497,0.0504,0.0532,0.0532,0.0532,0.0532,0.0532,0.0991,0.0991,0.0991,0.0991,0.0991,0.0547,0.0509,0.0547,0.0509,0.0509,0.0547,0.0509,0.0509,0.0509,0.0547,0.1026,0.0491,0.0491,0.1227,0.1227,0.0859,0.0749,0.0749,0.1227,0.101,0.27,0.1469,0.0859,0.0859,0.043,0.043,0.0291,0.0291,0.0509,0.0425,0.0425,0.0547,0.0749,0.0549,0.0547,0.0547,0.0549,0.0491,0.0749,0.0749,0.0749,0.075,0.075,0.0992,0.0991,0.0992,0.0992,0.0992,0.0991,0.0992,0.0991,0.0987,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0382,0.0381,0.0382,0.0382,0.0549,0.0549,0.0547,0.0547,0.0549,0.0549,0.0549,0.0623,0.0623,0.0623,0.0968,0.0386,0.0386,0.0589,0.0437,0.0375,0.0223,0.0403,0.0409
"W17050-7",0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.0547,0.049,0.0749,0.0749,0.049,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0749,0.0254,0.0749,0.0749,0.0749,0.0749,0.0497,0.0504,0.0532,0.0532,0.0532,0.0532,0.0532,0.0991,0.0991,0.0991,0.0991,0.0991,0.0547,0.0509,0.0547,0.0509,0.0509,0.0547,0.0509,0.0509,0.0509,0.0547,0.1026,0.0491,0.0491,0.1227,0.1227,0.0859,0.0749,0.0749,0.1227,0.101,0.1469,0.27,0.0859,0.0859,0.043,0.043,0.0291,0.0291,0.0509,0.0425,0.0425,0.0547,0.0749,0.0549,0.0547,0.0547,0.0549,0.0491,0.0749,0.0749,0.0749,0.075,0.075,0.0992,0.0991,0.0992,0.0992,0.0992,0.0991,0.0992,0.0991,0.0987,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0382,0.0381,0.0382,0.0382,0.0549,0.0549,0.0547,0.0547,0.0549,0.0549,0.0549,0.0623,0.0623,0.0623,0.0968,0.0386,0.0386,0.0589,0.0437,0.0375,0.0223,0.0403,0.0409
"W17051-17",0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.0724,0.0716,0.0716,0.0724,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0559,0.0716,0.0716,0.0716,0.0716,0.068,0.0671,0.063,0.063,0.063,0.063,0.063,0.0653,0.0653,0.0653,0.0653,0.0653,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.0966,0.0367,0.0367,0.0922,0.0922,0.1509,0.0716,0.0716,0.0922,0.0836,0.0859,0.0859,0.2748,0.1509,0.0844,0.0844,0.0225,0.0225,0.076,0.0457,0.0457,0.076,0.0716,0.0403,0.076,0.076,0.0403,0.0367,0.0716,0.0716,0.0716,0.0359,0.0359,0.0296,0.0653,0.0296,0.0296,0.0296,0.0653,0.0296,0.0653,0.0966,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0946,0.1303,0.0946,0.0946,0.0403,0.0403,0.076,0.076,0.0403,0.0403,0.0403,0.036,0.036,0.036,0.093,0.0267,0.0267,0.0264,0.0371,0.0419,0.0309,0.0345,0.0514
"W17051-9",0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.0724,0.0716,0.0716,0.0724,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0716,0.0559,0.0716,0.0716,0.0716,0.0716,0.068,0.0671,0.063,0.063,0.063,0.063,0.063,0.0653,0.0653,0.0653,0.0653,0.0653,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.0966,0.0367,0.0367,0.0922,0.0922,0.1509,0.0716,0.0716,0.0922,0.0836,0.0859,0.0859,0.1509,0.2748,0.0844,0.0844,0.0225,0.0225,0.076,0.0457,0.0457,0.076,0.0716,0.0403,0.076,0.076,0.0403,0.0367,0.0716,0.0716,0.0716,0.0359,0.0359,0.0296,0.0653,0.0296,0.0296,0.0296,0.0653,0.0296,0.0653,0.0966,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0946,0.1303,0.0946,0.0946,0.0403,0.0403,0.076,0.076,0.0403,0.0403,0.0403,0.036,0.036,0.036,0.093,0.0267,0.0267,0.0264,0.0371,0.0419,0.0309,0.0345,0.0514
"W17052-15",0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.1031,0.1033,0.1033,0.1031,0.1033,0.1033,0.1033,0.1033,0.1033,0.1033,0.1033,0.1033,0.1033,0.1033,0.1033,0.1033,0.1033,0.1033,0.1033,0.1033,0.1033,0.1033,0.1033,0.1033,0.1033,0.1033,0.1033,0.1033,0.1033,0.1033,0.1033,0.0941,0.1033,0.1033,0.1033,0.1033,0.1024,0.1014,0.0982,0.0982,0.0982,0.0982,0.0982,0.0997,0.0997,0.0997,0.0997,0.0997,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.0473,0.0189,0.0189,0.0465,0.0465,0.0844,0.1033,0.1033,0.0465,0.0414,0.043,0.043,0.0844,0.0844,0.3105,0.1882,0.0121,0.0121,0.104,0.0374,0.0374,0.104,0.1033,0.0198,0.104,0.104,0.0198,0.0189,0.1033,0.1033,0.1033,0.0191,0.0191,0.0155,0.0997,0.0155,0.0155,0.0155,0.0997,0.0155,0.0997,0.0472,0.0413,0.0413,0.0413,0.0413,0.0413,0.0413,0.0413,0.0413,0.0569,0.1411,0.0569,0.0569,0.0198,0.0198,0.104,0.104,0.0198,0.0198,0.0198,0.0406,0.0406,0.0406,0.0464,0.014,0.014,0.0209,0.0418,0.0493,0.0432,0.0412,0.069
